지역본부명,사업지구명,블록명,주택형,공급유형명,동번호,단위평형,공급면적,주거전용면적,평면도파일명
인천지역본부,파주와동,A1,055.0000A,공공분양,0101 0103 0105,55A,80.2481,55.83,평면_55A.json
인천지역본부,파주와동,A1,055.0000B,공공분양,101,55B,80.5614,55.81,평면_55B.json
인천지역본부,파주와동,A1,055.0000C,공공분양,0101 0103 0105,55C,80.5282,55.68,평면_55C.json
인천지역본부,파주와동,A1,055.0000D,공공분양,0102 0104,55CL,80.155,55.55,평면_55CL.json
인천지역본부,파주운정3(07 택1),A26,055.0000A,공공분양,2601 2602 2603 2604 2605 2606 2607 2608 2609 2610 2611,55A,80.2197,55.98,평면_55A.json
인천지역본부,파주운정3(07 택1),A26,055.0000B,공공분양,2601 2602 2603 2604 2605 2606 2607 2608 2609 2610 2611,55B,80.1337,55.92,평면_55B.json
전북지역본부,완주삼봉(06 국민),A2,055.4200A,공공분양,0201 0202 0203 0204 0205 0206,55A1(일반형),77.5126,55.42,(평면)완주삼봉-55A-1120.json
전북지역본부,완주삼봉(06 국민),A2,059.3900A,공공분양,0201 0202 0204 0205 0206,59A1(일반형),83.0652,59.39,(평면)완주삼봉-59A-1120.json
전북지역본부,완주삼봉(06 국민),A2,059.0500B,공공분양,0201 0202 0203 0204 0205 0206,59B(일반형),82.5897,59.05,(평면)완주삼봉-59B-1120.json
전북지역본부,완주삼봉(06 국민),A2,059.0600C,공공분양,0201 0202 0203 0204 0205 0206,59C(일반형),82.6037,59.06,(평면)완주삼봉-59C-1120.json
전북지역본부,전주만성(08 도개),A1,059.9600A,공공분양,0101 0102 0103 0104 0105 0106 0107 0108,59A,84.0032,59.96,59a.json
전북지역본부,전주만성(08 도개),A1,059.9600B,공공분양,0102 0103 0107,59A1,84.0032,59.96,59a1.json
전북지역본부,전주만성(08 도개),A1,059.9600C,공공분양,0102 0103 0107,59A2,84.0032,59.96,59a2.json
전북지역본부,전주만성(08 도개),A1,059.9300D,공공분양,0102 0103 0107,59B,83.9611,59.93,59b.json
제주지역본부,제주삼화1-1(공임리츠), 1-1,059.9700A,공공임대(10년),0103 0112,59A,81.008,59.97,(평면)제주삼화59A.json
제주지역본부,제주삼화1-1(공임리츠), 1-1,059.9800B,공공임대(10년),0101 0104 0105 0106 0109,59C,81.2608,59.98,(평면)제주삼화59B.json
제주지역본부,제주삼화1-1(공임리츠), 1-1,074.9800A,공공임대(10년),0107 0108 0110,74A,100.7149,74.98,(평면)제주삼화74A.json
제주지역본부,제주삼화1-1(공임리츠), 1-1,084.9200A,공공임대(10년),0102 0111 0113,84A,113.7641,84.92,(평면)제주삼화84A.json
충북지역본부,충주호암B-7(공임리츠),B7,074.9800A,공공임대(10년),0701 0702 0703 0704 0705,74A,97.2389,74.98,74ATOP.json
충북지역본부,충주호암B-7(공임리츠),B7,084.9900A,공공임대(10년),0701 0702 0703 0704 0705,84A,110.2205,84.99,84ATOP.json
충북지역본부,충주호암B-7(공임리츠),B7,084.9900B,공공임대(10년),0703 0704 0705,84B,110.2205,84.99,84BTOP.json
충북지역본부,충주호암B-7(공임리츠),B7,084.9600C,공공임대(10년),0701 0703 0704 0705,84C,110.1816,84.96,84CTOP.json
서울지역본부,양주회천,A17,055.0000A,공공분양,,55Aa,,,양주회천A17 55Aa.json
서울지역본부,양주회천,A17,055.0000B,공공분양,,55Ba,,,양주회천A17 55Ba.json
서울지역본부,양주회천,A17,059.0000A,공공분양,,59A,,,양주회천A17 59A.json
서울지역본부,양주회천,A17,059.0000B,공공분양,,59Ba,,,양주회천A17 59Ba.json
서울지역본부,양주회천,A17,059.0000C,공공분양,,59C,,,양주회천A17 59C-1.json
서울지역본부,양주회천,A18,074.0000A,공공분양,,74A,,,양주회천18bl-74A.json
서울지역본부,양주회천,A18,084.0000A,공공분양,,84A,,,양주회천18bl-84A.json
서울지역본부,양주회천,A18,084.0000B,공공분양,,84B,,,양주회천18bl-84B.json
서울지역본부,양주회천,A21,074.0000A,공공분양,,74A,,,양주회천 21bl-74A.json
서울지역본부,양주회천,A21,084.0000A,공공분양,,84A,,,양주회천 21bl-84A.json
서울지역본부,양주회천,A21,084.0000B,공공분양,,84B,,,양주회천 21bl-84B.json
서울지역본부,양주회천,A21,084.0000C,공공분양,,84C,,,양주회천 21bl-84C.json
서울지역본부,의정부고산,S3,055.0000A,공공분양,,55A1,,,의정부고산3BL 55A1.json
서울지역본부,의정부고산,S3,059.0000A,공공분양,,59A1,,,의정부고산3BL 59A1.json
서울지역본부,의정부고산,S3,059.0000B,공공분양,,59B2,,,의정부고산3BL 59B2.json
서울지역본부,의정부고산,S3,059.0000C,공공분양,,59C1,,,의정부고산3BL 59C1.json
서울지역본부,의정부고산,S3,059.0000D,공공분양,,59D1,,,의정부고산3BL 59D1.json
부산울산지역본부,부산범천2,1,059.9600A,공공분양,,39A,,,부산범천2 39A_평면.json
부산울산지역본부,부산범천2,1,059.9400B,공공분양,,51A,,,부산범천2 51A_평면.json
부산울산지역본부,부산범천2,1,074.9400A,공공분양,,59A,,,부산범천2 59A_평면.json
부산울산지역본부,부산범천2,1,039.9100A,공공임대(10년),,59B,,,부산범천2 59B_평면.json
부산울산지역본부,부산범천2,1,051.5400A,공공임대(10년),,74A,,,부산범천2 74A_평면.json
인천지역본부,인천영종,A42,064.7600A,공공분양,,64,,,인천영종 64(건립)-iso.json
인천지역본부,인천영종,A42,074.9600A,공공분양,,74,,,인천영종 74-iso.json
인천지역본부,인천영종,A42,084.9300A,공공분양,,84A[B],,,인천영종 84A[B](건립)-iso.json
인천지역본부,인천영종,A42,084.9100C,공공분양,,"84C[D,E)",,,"인천영종 84C[D,E](건립)-iso.json"
인천지역본부,고양지축,A-2,055.8400A,공공분양,,55A,,,(평면)고양지축-55A-1222.json
인천지역본부,고양지축,A-2,055.9900B,공공분양,,55B,,,(평면)고양지축-55B-1222.json
인천지역본부,파주운정3,A-17(신규),059.7800A,공공분양,,59A,,,파주운정3 59A.json
인천지역본부,파주운정3,A-17(신규),059.8000B,공공분양,,59B,,,파주운정3 59B.json
인천지역본부,파주운정3,A-17(신규),084.3300A,공공분양,,84A,,,파주운정3 84A.json
인천지역본부,"시흥장현(06,택(GB))",A-9,046.8600A,공공분양,,46A,,,시흥장현 A9BL_46A평면도.json
인천지역본부,"시흥장현(06,택(GB))",A-9,055.9900A,공공분양,,55A,,,시흥장현 A9BL_55A평면도.json
인천지역본부,"시흥장현(06,택(GB))",A-9,055.9000B,공공분양,,55B,,,시흥장현 A9BL_55B평면도.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.8100A,공공분양,,59A,,,시흥장현 A3BL_59A.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.7400B,공공분양,,59AE,,,시흥장현 A3BL_59AE.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.7300D,공공분양,,59B,,,시흥장현 A3BL_59B.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.7200E,공공분양,,59CE,,,시흥장현 A3BL_59CE.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.8700F,공공분양,,59D,,,시흥장현 A3BL_59D.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.8100H,공공분양,,59E,,,시흥장현 A3BL_59E.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.7200H,공공분양,,59EE,,,시흥장현 A3BL_59EE.json
인천지역본부,"시흥장현(06,택(GB))",A-3,059.5100H,공공분양,,59F,,,시흥장현 A3BL_59F.json
인천지역본부,"시흥장현(06,택(GB))",A-3,074.9400A,공공분양,,74A,,,시흥장현 A3BL_74A.json
인천지역본부,"시흥장현(06,택(GB))",A-3,074.8900B,공공분양,,74B,,,시흥장현 A3BL_74B.json
인천지역본부,"시흥장현(06,택(GB))",A-3,084.8700A,공공분양,,84A,,,시흥장현 A3BL_84A.json
인천지역본부,"시흥장현(06,택(GB))",A-3,084.8700H,공공분양,,84AE,,,시흥장현 A3BL_84AE.json
인천지역본부,고양장항,A-4,056.8200A,공공분양,,56A,,,(평면)고양장항A4-56A-1228.json
인천지역본부,고양장항,A-5,056.8200A,공공분양,,56A,,,(평면)고양장항A5-56A-1228.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,059.8500A,공공임대(10년),,59A,,,파주운정3A30BL 59A.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,059.9900B,공공임대(10년),,59B,,,파주운정3A30BL 59B.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,074.9700A,공공임대(10년),,74A,,,파주운정3A30BL 74A.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,074.9400B,공공임대(10년),,74B,,,파주운정3A30BL 74B.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,084.5000A,공공임대(10년),,84A,,,파주운정3A30BL 84A.json
인천지역본부,파주운정3 A30BL(공임리츠),A-30,084.9500B,공공임대(10년),,84B,,,파주운정3A30BL 84B.json
